,nr,navn,etablert,type,komnr,plassering,miljo,kap,mh,midl,lengde,bredde,regine
387,12633,LYRNESSET,1977.0,PERMANENT,1749,SJØ,SALTVANN,2340.0,TN,,64.525231,10.74838,137.60
388,12652,KRÅKØYA,1979.0,PERMANENT,1750,SJØ,SALTVANN,3120.0,TN,,65.004295,11.039782,143.42
389,12659,DIGERNESET,1977.0,PERMANENT,1751,SJØ,SALTVANN,3120.0,TN,,64.786125,11.724225,141.210
390,12660,KIPHOLMEN,1982.0,PERMANENT,1751,SJØ,SALTVANN,1560.0,TN,,64.792023,11.680477,141.3
391,12662,TERNSKJÆRET II,1981.0,PERMANENT,1751,SJØ,SALTVANN,2340.0,TN,,64.775485,11.64095,141.120
392,12678,VEDØYA,1982.0,PERMANENT,1748,SJØ,SALTVANN,3120.0,TN,,64.606968,11.355178,140.72
393,12705,SKROSEN,2003.0,PERMANENT,1755,SJØ,SALTVANN,2340.0,TN,,65.120837,11.681167,143.830
394,12712,SLOKKHOLMEN Ø,1977.0,PERMANENT,1755,SJØ,SALTVANN,4680.0,TN,,65.044175,11.486245,143.820
395,12714,GJERDINGA,1979.0,PERMANENT,1751,SJØ,SALTVANN,3900.0,TN,,64.946928,11.458908,143.640
396,12727,KVITNESET,1984.0,PERMANENT,1751,SJØ,SALTVANN,3120.0,TN,,64.968025,11.665157,143.71
397,12730,BÅFJORDEN,1977.0,PERMANENT,1751,SJØ,SALTVANN,1560.0,TN,,64.950328,11.572368,143.552
398,14676,SLAPØYA N,2002.0,PERMANENT,1827,SJØ,SALTVANN,1560.0,TN,,66.153452,12.372683,154.510
399,14795,RINØYVÅG Ø,1981.0,PERMANENT,1851,SJØ,SALTVANN,1560.0,TN,,68.376165,15.76597,177.74
400,14799,DJUPESTALLEN,1973.0,PERMANENT,1223,SJØ,SALTVANN,3120.0,TN,,60.058803,5.451545,054.4
401,15118,KALVØYA,1973.0,PERMANENT,1834,SJØ,SALTVANN,2340.0,TN,,66.393455,12.797611,158.2
402,15196,AGA Ø,1964.0,PERMANENT,1219,SJØ,SALTVANN,2340.0,TN,,59.845318,5.26014,043.1
403,15236,SKULGAMBUKT,1989.0,MIDLERTIDIG,1902,SJØ,SALTVANN,975.0,TN,,69.788981,19.168705,200.30
404,15403,OLDERØY,1972.0,PERMANENT,1412,SJØ,SALTVANN,3900.0,TN,,61.103616,4.712913,081.6
405,15456,EIDESBERGET,1973.0,PERMANENT,1416,SJØ,SALTVANN,1625.0,TN,,61.106279,5.854739,069.82
406,15460,LAHOLMEN,1984.0,PERMANENT,2019,SJØ,SALTVANN,4260.0,TN,,70.894028,25.562764,220.83
407,15461,STORVIKA,1984.0,PERMANENT,2019,SJØ,SALTVANN,4260.0,TN,,70.869773,25.446923,220.82
408,15517,TINNLANDET,1982.0,PERMANENT,2004,SJØ,SALTVANN,3480.0,TN,,70.533686,23.221251,215.6
409,15655,HJARTØY N,1984.0,PERMANENT,1828,SJØ,SALTVANN,1560.0,TN,,66.23606,12.713452,158.53
410,15657,KÅGEN,1982.0,PERMANENT,1941,0,SALTVANN,3600.0,TN,,69.955357,20.746852,206.731
411,15796,BORGARLIFLOT,1986.0,PERMANENT,1134,SJØ,SALTVANN,2340.0,TN,,59.390859,5.928861,038.11
412,15860,KVERNBUKTA V,1986.0,PERMANENT,1928,SJØ,SALTVANN,1800.0,TN,,69.235237,17.087971,195.3
413,15957,LATVIKA,1986.0,PERMANENT,2027,SJØ,SALTVANN,3480.0,TN,,70.062159,29.036718,242.3
414,16015,RUSSELVA,1986.0,PERMANENT,1942,SJØ,SALTVANN,1800.0,TN,,69.887105,20.7707,206.53
415,16216,LØNSKOG,1973.0,PERMANENT,1868,SJØ,SALTVANN,1560.0,TN,,68.863102,15.092138,185.940
416,16255,SKARVFJELL,1986.0,PERMANENT,2030,SJØ,SALTVANN,2700.0,TN,,69.726501,30.408242,247.22
417,16755,HAGEBERG,1988.0,PERMANENT,1222,SJØ,SALTVANN,3120.0,TN,,59.943612,5.433597,044.1
418,17077,TRETTEVIK,1983.0,PERMANENT,1931,SJØ,SALTVANN,3600.0,TN,,69.510107,18.022707,194.2
419,17176,HOLANDSELV,1981.0,PERMANENT,1911,SJØ,SALTVANN,3120.0,TN,,68.698683,15.973133,178.90
420,17177,GRUNNENESET,1973.0,PERMANENT,1438,SJØ,SALTVANN,1560.0,TN,,61.891685,5.351586,086.410
421,17235,ØRNES,2001.0,PERMANENT,1834,SJØ,SALTVANN,2340.0,TN,,66.415197,13.013055,157.622
422,19939,HØYSTEINEN,1969.0,PERMANENT,1224,SJØ,SALTVANN,3120.0,TN,,60.15638,6.048055,053.3
423,19975,ØYA,1997.0,PERMANENT,1838,LAND,FERSKVANN/SALTVANN,30000.0,STK,,67.033042,14.019332,160.73
424,19995,HAGAHAMMAREN,2003.0,PERMANENT,1576,SJØ,SALTVANN,1560.0,TN,,63.138567,8.041035,114.320
425,20075,TJAJNELUOKTA,1984.0,PERMANENT,1850,SJØ,SALTVANN,1560.0,TN,,67.892433,16.236718,171.22
426,20096,SANDHOLMAN,1986.0,PERMANENT,1860,SJØ,SALTVANN,780.0,TN,,68.057565,13.541885,180.340
427,20115,SKJERHOLMEN N.,1969.0,PERMANENT,1245,SJØ,SALTVANN,3120.0,TN,,60.249482,5.172872,057.1
428,20315,OVERÅNESET V,1988.0,PERMANENT,1525,SJØ,SALTVANN,2340.0,TN,,62.299393,7.087051,100.21
429,20316,KORSNES,1987.0,PERMANENT,1866,SJØ,SALTVANN,3120.0,TN,,68.333123,14.947393,179.220
430,20455,DJUPEVIKA,1973.0,PERMANENT,1224,SJØ,SALTVANN,3120.0,TN,,60.041725,6.008347,045.40
431,20559,LANGSKJÆRA,1974.0,PERMANENT,1620,SJØ,SALTVANN,3900.0,TN,,63.822335,8.755212,118.230
432,20595,KYRHOLMEN S,1978.0,PERMANENT,1244,SJØ,SALTVANN,3120.0,TN,,60.161833,5.205927,054.1
433,20776,STOROKSEN,1987.0,PERMANENT,1247,SJØ,SALTVANN,2730.0,TN,,60.533872,4.975617,059.4
434,20815,SLETTVIKA,1993.0,PERMANENT,1520,SJØ,SALTVANN,3900.0,TN,,62.333633,6.1595,095.410
435,20876,BØRØYA,1996.0,PERMANENT,1868,SJØ,SALTVANN,2340.0,TN,,68.841535,14.85105,185.74
436,20897,GISLØY S,1996.0,PERMANENT,1868,SJØ,SALTVANN,2340.0,TN,,68.939089,15.30171,185.1140
437,21016,HUSFJORD,2000.0,PERMANENT,2004,SJØ,SALTVANN,2700.0,TN,,70.553992,22.935359,216.2
438,21176,RISVIK,2003.0,PERMANENT,1850,SJØ,SALTVANN,2340.0,TN,,68.079435,16.310647,171.83
439,21335,FLOTENESET,2004.0,PERMANENT,1416,SJØ,SALTVANN,1560.0,TN,,61.16982,5.805619,080.222
440,17357,RENNAREN,1974.0,PERMANENT,1142,SJØ,SALTVANN,3120.0,TN,,59.131465,5.721332,034.4
441,17495,VULLUM,1987.0,PERMANENT,1571,SJØ,SALTVANN,2340.0,TN,,63.059823,8.222936,112.5
442,17575,TOLLAKSHOLMEN,1974.0,PERMANENT,1145,SJØ,SALTVANN,3600.0,TN,,59.256694,5.393371,039.6
443,18015,HESTABYNESET,1979.0,PERMANENT,1223,SJØ,SALTVANN,3120.0,TN,,59.95745,5.446447,054.62
444,18117,VASSVIKA,1981.0,PERMANENT,2014,SJØ,SALTVANN,3480.0,TN,,70.270622,21.69011,211.35
445,18217,KVALØY ØST,1973.0,PERMANENT,1149,SJØ,SALTVANN,2340.0,TN,,59.394906,5.165407,040.2
446,18235,BASTLI,1973.0,PERMANENT,1133,SJØ,SALTVANN,3600.0,TN,,59.262478,6.172099,035.5
447,18275,KJERINGÅ,1986.0,PERMANENT,1141,SJØ,SALTVANN,2340.0,TN,,59.192558,5.866119,034.5
448,18639,HALSAVIKA,1986.0,PERMANENT,1146,SJØ,SALTVANN,2340.0,TN,,59.390672,5.883072,038.52
449,18657,SKREDSTIVIK,1972.0,MIDLERTIDIG,1413,SJØ,SALTVANN,3120.0,TN,,61.155189,5.141265,080.42
450,18717,HAMMARVIKA,2003.0,PERMANENT,1838,SJØ,SALTVANN,2700.0,TN,,67.130725,14.30486,161.6
451,18755,KLUNGSET,1984.0,PERMANENT,1751,SJØ,SALTVANN,780.0,TN,,64.751125,11.395638,142.8
452,18898,SKAFTÅ,1973.0,PERMANENT,1253,SJØ,SALTVANN,3120.0,TN,,60.455567,5.627083,060.2
453,18936,IGERØY Ø,1977.0,PERMANENT,1815,SJØ,SALTVANN,4500.0,TN,,65.683215,12.135157,147.1
454,19015,STOKKVIKA,1985.0,PERMANENT,1612,SJØ,SALTVANN,1280.0,TN,,63.33385,9.18015,119.32
455,19016,STORSKOGØYA,1973.0,PERMANENT,1613,SJØ,SALTVANN,4680.0,TN,,63.505367,9.191317,119.73
456,19098,LEIVSETHAMRAN,2004.0,PERMANENT,1841,SJØ,SALTVANN,2340.0,TN,,67.223158,15.349519,164.12
457,19135,SANDØYA III,2000.0,PERMANENT,1632,SJØ,SALTVANN,2340.0,TN,,64.24388,10.264362,137.110
458,19195,KORSHOLMAN,1973.0,PERMANENT,1617,SJØ,SALTVANN,1560.0,TN,,63.596418,8.508783,117.41
459,19278,FORSÅSTORVIKA,2005.0,PERMANENT,1850,SJØ,SALTVANN,2340.0,TN,,68.165905,16.142078,171.11
460,19336,FLATHOLMEN,2003.0,PERMANENT,1106,SJØ,SALTVANN,2340.0,TN,,59.430235,5.113763,039.80
461,19355,LÅVA,1973.0,PERMANENT,1141,SJØ,SALTVANN,2340.0,TN,,59.292958,5.969315,034.1
462,19356,KVALROSSKJÆRET,1981.0,PERMANENT,1749,SJØ,SALTVANN,3120.0,TN,,64.537157,10.874247,137.720
463,19556,PUNDSVIK,2003.0,PERMANENT,1854,SJØ,SALTVANN,780.0,TN,,68.413342,16.775746,173.20
464,19635,SKATLEIA,1984.0,PERMANENT,1867,SJØ,SALTVANN,2340.0,TN,,68.793569,14.588791,185.720
465,19655,OSPENESET,1973.0,PERMANENT,1263,SJØ,SALTVANN,1560.0,TN,,60.743652,5.273468,065.5
466,19755,KLUBBEN,1973.0,PERMANENT,1812,SJØ,SALTVANN,2340.0,TN,,65.350959,12.433744,145.30
467,19855,SEGELRÅA,1986.0,PERMANENT,1576,SJØ,SALTVANN,3120.0,TN,,63.149745,8.12855,114.320
468,13594,TROLLØYA SV,1986.0,PERMANENT,1870,SJØ,SALTVANN,3120.0,TN,,68.704382,15.014804,185.530
469,13612,RUNDEREIMSTRANDA,1973.0,PERMANENT,1441,SJØ,SALTVANN,3120.0,TN,,62.007096,5.332034,091.2
470,13629,MUNKHOLMEN,1973.0,PERMANENT,1146,SJØ,SALTVANN,3120.0,TN,,59.284776,5.636327,039.2
471,13643,HJARTHOLM,1979.0,PERMANENT,1411,SJØ,SALTVANN,3120.0,TN,,61.034725,5.328375,069.21
472,13644,TEPSTAD,1973.0,PERMANENT,1253,SJØ,SALTVANN,3120.0,TN,,60.552719,5.390393,060.40
473,13677,TRØAN/BJØRKLIBUKTA,1985.0,PERMANENT,1612,SJØ,SALTVANN,780.0,TN,,63.331783,9.121753,119.110
474,13699,LEIRVIKA,1987.0,PERMANENT,1266,SJØ,SALTVANN,1560.0,TN,,60.739695,5.358379,065.72
475,13704,VIKANE I,1973.0,PERMANENT,1266,SJØ,SALTVANN,1560.0,TN,,60.712306,5.409173,065.71
476,13708,STEINVIK,1986.0,PERMANENT,1401,SJØ,SALTVANN,1560.0,TN,,61.564956,5.299603,085.2
477,13711,DYVIKA,1983.0,PERMANENT,1428,SJØ,SALTVANN,1560.0,TN,,61.478923,5.375607,084.520
478,13748,SALTKJELVIKA,2000.0,PERMANENT,1703,SJØ,SALTVANN,1560.0,TN,,64.597625,11.262615,140.810
479,13764,KOKVIKA,1973.0,PERMANENT,1834,SJØ,SALTVANN,4500.0,TN,,66.413667,12.954217,158.2
480,13765,BREIVIKA,2001.0,MIDLERTIDIG,1834,SJØ,SALTVANN,2340.0,TN,,66.462078,12.959937,158.2
481,13782,HELGENESHAMN,1981.0,PERMANENT,1866,SJØ,SALTVANN,2340.0,TN,,68.492561,15.232192,178.310
482,13784,HØYDALSVIKA,1973.0,PERMANENT,1868,SJØ,SALTVANN,780.0,TN,,68.935767,15.014959,185.950
483,13804,ROGNDALEN,1976.0,PERMANENT,1902,SJØ,SALTVANN,1800.0,TN,,69.787356,18.652503,197.7
484,13813,KVITELV,2008.0,PERMANENT,2022,SJØ,SALTVANN,2340.0,TN,,70.628778,27.124261,230.1
485,13831,KVAMME,1973.0,PERMANENT,1253,SJØ,SALTVANN,2340.0,TN,,60.517576,5.387016,060.3
486,13837,VERPEIDE,1977.0,PERMANENT,1439,SJØ,SALTVANN,3900.0,TN,,61.902954,5.203525,089.623
487,13838,HEGNES,1974.0,PERMANENT,1429,SJØ,SALTVANN,1560.0,TN,,61.35615,5.288745,082.510
488,13841,BRUNSVIK,1977.0,PERMANENT,1439,SJØ,SALTVANN,3120.0,TN,,61.912454,5.288118,089.623
489,13845,BEITVEIT,1973.0,PERMANENT,1441,SJØ,SALTVANN,3120.0,TN,,62.145202,5.321078,092.1
490,13865,SPERGITTKLUBBEN,1986.0,PERMANENT,2030,SJØ,SALTVANN,3600.0,TN,,69.764767,30.41225,247.12
491,13867,RAUNEVÅGEN,1973.0,PERMANENT,1216,SJØ,SALTVANN,3120.0,TN,,59.66041,5.531246,041.11
492,13870,EIKEBÆRÅNÆ,1973.0,PERMANENT,1263,SJØ,SALTVANN,1560.0,TN,,60.563329,5.350867,064.73
493,13876,LITLETVEITHOLANE,1997.0,PERMANENT,1253,SJØ,SALTVANN,780.0,TN,,60.479613,5.445875,060.3
494,13887,RØYTHOLMEN Ø,1973.0,PERMANENT,1617,SJØ,SALTVANN,5460.0,TN,,63.618412,9.128548,117.13
495,13936,SØRVIKA,1981.0,PERMANENT,1866,SJØ,SALTVANN,2340.0,TN,,68.470152,15.222195,178.20
496,13949,HAGEBERGAN,1986.0,PERMANENT,1941,SJØ,SALTVANN,1800.0,TN,,69.981408,21.026174,206.72
497,13996,HAMNEFJORD,2000.0,PERMANENT,2004,SJØ,SALTVANN,3600.0,TN,,70.575341,23.034439,216.2
498,14016,AUENES,1973.0,PERMANENT,926,SJØ,SALTVANN,910.0,TN,,58.136042,8.25277,020.421
499,14018,TOSKA S,1963.0,PERMANENT,1260,SJØ,SALTVANN,1560.0,TN,,60.63314,4.995271,066.50
500,14039,LITLE LUNNØY,1978.0,PERMANENT,1244,SJØ,SALTVANN,1560.0,TN,,60.019721,5.166799,054.3
501,14040,KRIGSHOLMEN,1978.0,PERMANENT,1244,SJØ,SALTVANN,1560.0,TN,,60.07949,5.120272,054.1
502,14041,EDØYA,1973.0,PERMANENT,1617,SJØ,SALTVANN,3900.0,TN,,63.654842,8.683278,117.4250
503,14042,KATTHOLMEN,1987.0,PERMANENT,1620,SJØ,SALTVANN,4680.0,TN,,63.871112,8.679257,118.3
504,14043,LYBERGSVIKA,1986.0,PERMANENT,1539,SJØ,SALTVANN,3120.0,TN,,62.642217,7.446317,103.62
505,14076,LISMÅSØY,2001.0,PERMANENT,1813,SJØ,SALTVANN,3120.0,TN,,65.493365,12.168653,146.4
506,14081,TVEIT,1972.0,PERMANENT,1413,SJØ,SALTVANN,2340.0,TN,,61.11133,5.341661,080.411
507,14086,LELANDSHOLMEN,1974.0,PERMANENT,1219,SJØ,SALTVANN,780.0,TN,,59.72988,5.153776,043.3
508,14136,HESTHOLMEN Ø,1974.0,PERMANENT,1144,SJØ,SALTVANN,1560.0,TN,,59.057545,5.44047,034.3
509,14245,JAKOBSTEINSVIKA,1981.0,PERMANENT,1755,SJØ,SALTVANN,4680.0,TN,,65.114047,11.792707,143.81
510,14435,LJØSØY N,1973.0,PERMANENT,1259,SJØ,SALTVANN,2340.0,TN,,60.564889,4.879533,058.2
511,14495,NORDEIMSØYNA,1974.0,PERMANENT,1141,SJØ,SALTVANN,3600.0,TN,,59.283851,5.813816,034.6
512,26435,MJØLSVIK,1973.0,PERMANENT,1416,SJØ,SALTVANN,2405.0,TN,,61.112177,6.036126,070.12
513,26495,JEVIK,2003.0,PERMANENT,1854,SJØ,SALTVANN,780.0,TN,,68.415638,16.544451,173.11
514,26575,TEIGANE,2006.0,PERMANENT,1134,SJØ,SALTVANN,780.0,TN,,59.520201,6.338364,036.21
515,26595,DJUPEVIKA,1973.0,PERMANENT,1223,SJØ,SALTVANN,3120.0,TN,,60.035453,5.341048,054.4
516,26615,HAUG,1981.0,PERMANENT,1911,SJØ,SALTVANN,3600.0,TN,,68.769317,16.058633,177.31
517,26675,LEIRHHOLMEN VESTRE REKKE,1984.0,PERMANENT,1834,SJØ,SALTVANN,1560.0,TN,,66.357195,12.530065,158.6
518,26775,FJØLVÆRET Ø,1986.0,PERMANENT,1620,SJØ,SALTVANN,3120.0,TN,,63.819122,8.635642,118.230
519,26795,AUSTVIKA,1973.0,PERMANENT,1749,SJØ,SALTVANN,3120.0,TN,,64.41841,10.69565,137.41
520,26935,FROVÅGNESET,1986.0,PERMANENT,1927,SJØ,SALTVANN,1800.0,TN,,69.069945,17.061447,194.810
521,27015,KJØSEN,1987.0,PERMANENT,2014,SJØ,SALTVANN,2700.0,TN,,70.141183,22.245033,211.50
522,27055,ODDANE,1987.0,PERMANENT,1401,SJØ,SALTVANN,780.0,TN,,61.541206,4.969081,084.93
523,27095,IHLHOLMEN,1986.0,PERMANENT,1160,SJØ,SALTVANN,2340.0,TN,,59.721246,5.591175,041.310
524,27315,VIKANE,1973.0,PERMANENT,1227,SJØ,SALTVANN,2340.0,TN,,60.26125,6.225083,047.21
525,27436,SOLVÆRET,1974.0,MIDLERTIDIG,1573,SJØ,SALTVANN,5460.0,TN,,63.252617,7.85395,115.212
526,27476,SOLHEIM,1973.0,PERMANENT,1902,SJØ,SALTVANN,3600.0,TN,,69.839683,19.51555,199.4
527,27876,OLDERBAKKEN,1973.0,MIDLERTIDIG,1812,SJØ,SALTVANN,3120.0,TN,,65.310952,12.372142,145.30
528,27976,BUKKHOLMEN,1985.0,PERMANENT,1820,SJØ,SALTVANN,3120.0,TN,,65.919317,12.24815,150.3
529,28036,LANGSKJÆRAN,1973.0,PERMANENT,1838,SJØ,SALTVANN,1560.0,TN,,67.118538,13.904095,161.53
530,28096,SLÅTTENES,1989.0,PERMANENT,1224,SJØ,SALTVANN,780.0,TN,,59.83209,5.984267,042.712
531,28336,BREIVIKA,1984.0,PERMANENT,1827,SJØ,SALTVANN,3120.0,TN,,66.160883,12.681717,154.1
532,28396,LINDAHOLMEN,1973.0,MIDLERTIDIG,1223,SJØ,SALTVANN,3100.0,TN,,60.083967,5.6399,054.62
533,28636,RATAREN,1973.0,PERMANENT,1620,0,SALTVANN,3120.0,TN,,63.780792,8.518067,118.230
534,28676,OLVIKA,2001.0,PERMANENT,1834,SJØ,SALTVANN,2340.0,TN,,66.438633,13.1274,157.621
535,28896,STANGHOLMEN,1978.0,PERMANENT,1836,SJØ,SALTVANN,1560.0,TN,,66.618183,12.955187,159.6
536,28956,MELØYSJØEN,2008.0,PERMANENT,1837,SJØ,SALTVANN,3120.0,TN,,66.8199,13.449817,160.1
537,28976,KELVESTEINEN,1987.0,PERMANENT,1246,SJØ,SALTVANN,2340.0,TN,,60.400917,5.0634,057.1
538,28996,LODDETÅ,1973.0,PERMANENT,1216,SJØ,SALTVANN,2340.0,TN,,59.691643,5.54298,041.11
539,29016,BÅFJORDSTRANDA,1977.0,PERMANENT,1751,SJØ,SALTVANN,3120.0,TN,,64.964913,11.592837,143.552
540,29056,LILLE TORSØY II,1976.0,PERMANENT,1617,SJØ,SALTVANN,3120.0,TN,,63.608027,8.494633,117.41
541,29096,GRØTTØY,1986.0,PERMANENT,1866,SJØ,SALTVANN,3120.0,TN,,68.445133,14.81625,179.83
542,29116,REIRÅKLAKKEN,1974.0,PERMANENT,1573,SJØ,SALTVANN,4680.0,TN,,63.45026,8.168853,115.10
543,29276,RONGØY,1987.0,PERMANENT,1259,SJØ,SALTVANN,3120.0,TN,,60.5093,4.927467,058.3
544,29296,FLEINA,1973.0,MIDLERTIDIG,1838,SJØ,SALTVANN,3900.0,TN,,67.09495,13.8752,161.53
545,29336,TRÆLSØYOSEN,1973.0,PERMANENT,1244,SJØ,SALTVANN,3120.0,TN,,60.1186,5.272617,054.2
546,29356,SMINESET N,1977.0,PERMANENT,1751,SJØ,SALTVANN,2340.0,TN,,64.755383,11.541733,141.120
547,29376,SUNDSØY,2008.0,PERMANENT,1827,SJØ,SALTVANN,2340.0,TN,,66.177117,12.770767,154.1
548,29416,ÅPENVIK,1986.0,PERMANENT,2027,SJØ,SALTVANN,3480.0,TN,,70.020583,29.215333,242.5
549,29458,BLÅMANNSVIK,1976.0,PERMANENT,1902,SJØ,SALTVANN,900.0,TN,,69.729983,18.655433,197.7
550,29476,KLOKKARDALEN,1973.0,PERMANENT,1902,SJØ,SALTVANN,3100.0,TN,,69.709733,18.364917,197.62
551,29537,ELDVIKTAREN,1981.0,PERMANENT,1749,SJØ,SALTVANN,1560.0,TN,,64.4537,10.6316,137.41
552,29557,KOMAGNES,1987.0,PERMANENT,2017,SJØ,SALTVANN,5400.0,TN,,70.482,23.633533,215.12
553,29576,KALVIK,1986.0,PERMANENT,1845,SJØ,SALTVANN,3120.0,TN,,67.5125,15.5685,167.1
554,29616,TJELDBERGODDEN BIOPARK,2008.0,PERMANENT,1576,LAND,SALTVANN,12000.0,STK,,63.415567,8.712267,116.61
555,29656,JUVIKA,1974.0,MIDLERTIDIG,1412,SJØ,SALTVANN,2340.0,TN,,61.104783,5.018217,081.4
556,29697,HAFSMO,1985.0,PERMANENT,1613,SJØ,SALTVANN,1280.0,TN,,63.3667,9.245217,119.43
557,29756,BRINGENES,2004.0,PERMANENT,1929,SJØ,SALTVANN,3100.0,TN,,69.4935,17.5515,195.7
558,29776,TEKSMONA,2008.0,PERMANENT,1837,SJØ,SALTVANN,2340.0,TN,,66.8679,13.597517,160.44
559,29816,APALVIKNESET,1973.0,PERMANENT,1224,SJØ,SALTVANN,2340.0,TN,,60.141417,6.126583,046.51
560,21336,DJUPELEGET,2004.0,PERMANENT,1416,SJØ,SALTVANN,1560.0,TN,,61.189408,5.79805,080.222
561,21337,KVEITHOLMEN,1975.0,PERMANENT,1834,SJØ,SALTVANN,780.0,TN,,66.323938,12.647405,158.6
562,21397,MIDT FEMRIS,2004.0,PERMANENT,1838,SJØ,SALTVANN,1120.0,TN,,67.03327,13.965497,160.64
563,21415,DYRHOLMEN,1974.0,PERMANENT,1141,SJØ,SALTVANN,3600.0,TN,,59.2821,5.852617,034.6
564,21495,RISVÆRGALTEN,1977.0,PERMANENT,1751,SJØ,SALTVANN,4680.0,TN,,64.965,11.532283,143.552
565,21516,HULLØYHAMN Ø,2004.0,PERMANENT,1850,SJØ,SALTVANN,2340.0,TN,,68.056044,16.201397,171.83
566,21676,KRÅKHOLMEN,1981.0,PERMANENT,1749,SJØ,SALTVANN,4680.0,TN,,64.601432,10.851462,137.720
567,21755,TENDALSVIK,1987.0,PERMANENT,1211,SJØ,SALTVANN,2340.0,TN,,59.735746,5.88302,042.121
568,21915,MATLØYSO,1988.0,PERMANENT,1222,SJØ,SALTVANN,3120.0,TN,,59.95162,5.284702,044.6
569,22035,BUKTODDEN NØ,1973.0,PERMANENT,1833,SJØ,SALTVANN,3120.0,TN,,66.30775,13.42985,157.310
570,22095,HÅGARDSNESET,1973.0,PERMANENT,1224,SJØ,SALTVANN,2340.0,TN,,59.9831,5.931504,045.5
571,22315,SKAVHELLA,1986.0,PERMANENT,1243,SJØ,SALTVANN,2340.0,TN,,60.221904,5.556943,055.60
572,22335,STORVIKA,1972.0,PERMANENT,1548,SJØ,SALTVANN,3120.0,TN,,62.802501,6.980833,107.1
573,22435,STRETARNESET,1986.0,PERMANENT,1866,SJØ,SALTVANN,1560.0,TN,,68.672094,14.982754,185.420
574,22455,BJØRLYKKESTRANDA,1977.0,PERMANENT,1511,SJØ,SALTVANN,3055.0,TN,,62.166583,5.597561,093.12
575,22596,HESBYGRUNNEN,1973.0,PERMANENT,1141,SJØ,SALTVANN,2340.0,TN,,59.19568,5.809775,034.5
576,22775,KVALØYA,1979.0,PERMANENT,1750,SJØ,SALTVANN,2340.0,TN,,65.000675,11.06581,143.42
577,22796,RENGA S,1977.0,PERMANENT,1836,SJØ,SALTVANN,3120.0,TN,,66.588833,13.094667,159.6
578,22915,KALSØYFLU,1980.0,PERMANENT,1244,SJØ,SALTVANN,1560.0,TN,,60.039861,5.117739,054.1
579,22955,SVOLLANDSNESET,1973.0,PERMANENT,1160,SJØ,SALTVANN,2340.0,TN,,59.684446,5.590972,041.23
580,23055,STORVIKA V,2004.0,MIDLERTIDIG,1926,SJØ,SALTVANN,5215.0,TN,,69.040484,17.367697,193.2
