,anlegg_nr,anlegg_navn,etat,opprettet,nedlagt,type,kno,adresse,postnr,regine,lon_utl,lat_utl,lon_anl,lat_anl,status
0,1149.0036.01,FMC BIOPOLYMER AS,SFT,,,INDUSTRI,1149,Vormedalsvegen 301,5545.0,039.80,5.31868860295629,59.354188405368,5.31868860295629,59.354188405368,Aktiv
1,1520.0008.01,Ørsta Stål AS,MVAMR,,,INDUSTRI,1520,Skorgeura,6150.0,095.210,6.0430677331437,62.2135213553882,6.0430677331437,62.2135213553882,Aktiv
2,1531.0011.01,Vedde Sildeoljefabrikk AS,MVAMR,,,INDUSTRI,1531,Brevika Industriv 4,6018.0,101.41,6.24171800249247,62.4360906792031,6.24171800249247,62.4360906792031,Aktiv
3,1535.0001.01,"TINE MIDT-NORGE BA, Tresfjord",MVAMR,,,INDUSTRI,1535,,6391.0,102.61,7.12808041662339,62.5255290973877,7.12808041662339,62.5255290973877,Aktiv
4,1547.0005.01,Vikenco A.S,MVAMR,,,INDUSTRI,1547,Rindarøy,6480.0,106.430,6.92168874597435,62.7907613474559,6.92168874597435,62.7907613474559,Aktiv
5,1812.0003.01,"TINE NORD-NORGE, Sømna",MVANO,,,INDUSTRI,1812,,8920.0,146.310,12.2051493304667,65.3601683694753,12.2051493304667,65.3601683694753,Aktiv
6,0301.0232.01,TINE MEIERIET ØST BA - AVD. OSLO,MVAOA,,,INDUSTRI,301,Bedriftsveien 7,950.0,006.2B0,10.8653307736451,59.943849488096,10.8653307736451,59.943849488096,Aktiv
8,1111.0007.01,Titania AS,SFT,,,INDUSTRI,1111,,4380.0,026.3D,6.41280633580463,58.3321432327374,6.41280633580463,58.3321432327374,Aktiv
9,1119.0014.01,"NORSK PROTEIN AS, avd Grødaland",MVARO,,,INDUSTRI,1119,Grødaland,4365.0,028.23,5.59896671767317,58.6303574653653,5.59904249890021,58.635767514077,Aktiv
10,1120.0006.01,"HOFF NORSKE POTETINDUSTRIER BA, Jæren",MVARO,,,INDUSTRI,1120,Lalandsvegen 21,4353.0,028.4D,5.67585402067165,58.772907641354,5.67585402067165,58.772907641354,Aktiv
11,1135.0001.01,"ERAMET NORWAY AS, Sauda",SFT,,,INDUSTRI,1135,,4200.0,037.A0,6.36083253588652,59.6469648951789,6.36083253588652,59.6469648951789,Aktiv
12,1146.0004.01,"Gassco AS, Kårstø",SFT,,,INDUSTRI,1146,Bygnes,4250.0,039.52,5.51284877468434,59.2747329401791,5.51284877468434,59.2747329401791,Aktiv
13,1833.0007.01,Rio Doce Manganese Norway,SFT,,,INDUSTRI,1833,Svenskvn 20,8626.0,156.AA,14.1634940236161,66.3125575903796,14.1634940236161,66.3125575903796,Aktiv
14,1837.0006.01,"Yara Norge AS, Yara Glomfjord",SFT,,,INDUSTRI,1837,Hydro Glomfjord Industripark,8160.0,160.3210,13.9365095277646,66.8097635229646,13.9365095277646,66.8097635229646,Aktiv
15,1866.0004.01,Nordlaks Produkter AS,MVANO,,,INDUSTRI,1866,Industriveien 14,8450.0,184.120,14.955847831925,68.5734343657698,14.955847831925,68.5734343657698,Aktiv
16,1832.0018.02,"Nortura BA, Avd Bjerka",,,,INDUSTRI,1832,,,155.4A0,13.849721,66.149048,,,Aktiv
2344,1101.0009.01,Nortura Egersund,NORTURA SA AVD EGERSUND,,,INDUSTRI,,,,027.4,,,,,
2345,1160.0065.01,Fatland Ølen AS - slakteri,FATLAND ØLEN AS,,,INDUSTRI,,,,041.310,,,,,
2346,1517.0003.01,Norway Pelagic avd. Liavåg,NORWAY PELAGIC AS AVD LIAVÅG,,,INDUSTRI,,,,096.2120,,,,,
2347,1576.0023.01,Statoil ASA Tjeldbergodden Metanolfabrikk,STATOIL ASA AVD TJELDBERGODDEN METANOLFABRIKK,,,INDUSTRI,,,,113.210,,,,,
2445,4640.0003.01,Nortura Sogndal,,,,INDUSTRI,4640,,,077.32,7.103034,61.227347,,,
2446,4647.0003.01,Nortura Førde,,,,INDUSTRI,4647,,,084.A1A,5.818932,61.44823,,,
2447,4648.0005.01,Pelagia avd Kalvåg,,,,INDUSTRI,4648,,,090.21,4.880611,61.764385,,,
2448,4650.0002.01,"TINE Meieriet Vest BA, avd.Byrkjelo",,,,INDUSTRI,4650,,,087.CA,6.515541,61.735476,,,
2449,4651.0005.01,Nordfjord Kjøtt A.S,,,,INDUSTRI,4651,,,088.2A,6.857013,61.866522,,,
2450,4651.0026.02,Innvik Sellgren avd. Innvik,,,,INDUSTRI,4651,,,087.51,6.610316,61.848985,,,
2451,5006.0033.01,Nortura SA Steinkjer,,,,INDUSTRI,5006,,,128.A1,11.488377,64.013875,,,
2452,5006.0145.01,MM Karton FollaCell,,,,INDUSTRI,5006,,,129.A,11.102741,63.985147,,,
2453,5034.0001.01,Meråker Kjøtt AS,,,,INDUSTRI,5034,,,124.C81,11.738188,63.417619,,,
2454,5056.0006.01,Ulvan lakseslakteri,,,,INDUSTRI,5056,,,117.13,9.035344,63.672049,,,
2455,5056.0066.01,Jøstenøya - lakseslakteri - Lerøy Midt AS,,,,INDUSTRI,5056,,,117.210,9.110195,63.515414,,,
2456,5057.0043.01,Marine Harvest - Forfabrikk,,,,INDUSTRI,5057,,,134.41,9.634296,63.81802,,,
2457,5057.0057.01,Sildeslakteriet på Uthaug - Grøntvedt Pelagic AS,,,,INDUSTRI,5057,,,134.6,9.87155,63.887317,,,
2458,5058.0080.01,Lakseslakteriet på Kråkøy,,,,INDUSTRI,5058,,,136.4,10.157559,64.148329,,,
2459,5059.0058.01,Storvask avd. Agdenes,,,,INDUSTRI,5059,,,120.22,9.842768,63.504263,,,
2460,5060.0108.01,Sinkaberg-Hansen - Langneset fiskeslakteri,,,,INDUSTRI,5060,,,143.140,11.248273,64.854219,,,
2461,5060.0117.01,Nils Williksen - fiskeslakteri,,,,INDUSTRI,5060,,,143.25,11.247919,64.917174,,,
2462,5401.0065.02,Pelagia Tromsø,,,,INDUSTRI,5401,,,199.11,18.946032,69.626768,,,
2463,5403.0181.01,"Simanes, lakseslakteri",,,,INDUSTRI,5403,,,212.51,23.095802,69.946959,,,
2464,5406.0102.01,Lakseslakteri Cermaq Norway Avd. Rypefjord,,,,INDUSTRI,5406,,,217.41,23.667072,70.634162,,,
2473,1101.0126.01,Prima Protein,,,,INDUSTRI,1101,,,027.4,5.978354,58.438394,,,
2474,3420.0027.01,"Curida AS, Elverum (farmasøytisk prod.)",,,,INDUSTRI,3420,,,002.H5,11.555479,60.905831,,,
2475,3802.0101.01,Bonden Grønthandel,,,,INDUSTRI,3802,,,013.B0,10.231688,59.629412,,,
2476,5427.0030.01,"Lerøy Aurora lakseslakteri, Skjervøy",,,,INDUSTRI,5427,,,206.74,20.989503,70.036109,,,
2477,5441.0021.01,Tine Meieri avd. Tana,,,,INDUSTRI,5441,,,234.B30,28.171728,70.202167,,,
2478,5444.0088.01,Kirkenes processing - lakseslakteri,,,,INDUSTRI,5444,,,246.52,30.108253,69.732579,,,
2508,5001.0107.01,Ranheim Paper & Board AS (tidligere Peterson Packaging AS),,,,INDUSTRI,5001,,,123.2A,10.527944,63.424444,,,
2509,5014.0063.01,Innovamar - slakteri og fiskeforedling - Kverva,,,,INDUSTRI,5014,,,118.220,8.565212,63.707923,,,
2510,5014.0063.02,Biproduktanlegg på Kverva - gjenvinning av avfall fra lakselakting,,,,INDUSTRI,5014,,,118.220,8.565212,63.707923,,,
2511,5022.0015.01,HBC Berkåk AS -,,,,INDUSTRI,5022,,,122.BBZ,10.014597,62.831708,,,
2512,5025.0013.01,Stensaas Reinsdyrslakteri A.S,,,,INDUSTRI,5025,,,002.QF3,11.804752,62.59237,,,
2513,5025.0014.01,Røros Slakteri A.L,,,,INDUSTRI,5025,,,002.QAA,11.382871,62.572945,,,
2514,5027.0007.01,Norsk Kylling AS,,,,INDUSTRI,5027,,,122.B5,10.28472,63.0551,,,
2515,5027.0023.01,Hugaas Rugeri,,,,INDUSTRI,5027,,,122.BC0,10.217682,62.933608,,,
2516,5037.0039.02,Norske Skog Skogn,,,,INDUSTRI,5037,,,126.42,11.158329,63.711854,,,
2517,5037.0080.01,Ytterøykylling AS avd. Ytterøy,,,,INDUSTRI,5037,,,131.2,11.099773,63.790062,,,
2518,5037.0100.01,Ytterøykylling AS avd. Mule,,,,INDUSTRI,5037,,,126.6A0,11.384997,63.756209,,,
2519,5038.0033.01,Tine SA avd. Verdal,,,,INDUSTRI,5038,,,127.A0,11.455096,63.783676,,,
2520,5038.0048.01,Verdalskalk AS Tromsdalen kalksteinsbrudd,,,,INDUSTRI,5038,,,127.ABZ,11.652735,63.724186,,,
2521,5053.0011.01,Hoff avd Sundnes brenneri,,,,INDUSTRI,5053,,,127.30,11.251673,63.870808,,,
2522,5053.0041.01,"Norsk Protein AS, Mosvik",,,,INDUSTRI,5053,,,130.6,11.043211,63.865769,,,
2539,1103.0595.01,Grieg Seafood Rogaland AS avd. Stjernelaks.,,,,INDUSTRI,1103,,,034.6,5.852412,59.227276,,,
2540,1507.0029.01,Brødr. Sunde avd. Ålesund,,,,INDUSTRI,1507,,,101.52,6.350822,62.459418,,,
2541,1507.0043.01,"Fjordlaks AS, klippfiskproduksjon",,,,INDUSTRI,1507,,,101.52,6.129389,62.471625,,,
2542,1507.0185.01,Hofseth Aqua AS avd 35 Ålesund Oljefabrikk,,,,INDUSTRI,1507,,,101.52,6.132179,62.472078,,,
2543,1507.0295.01,Europrofil AS - Håhjem,,,,INDUSTRI,1507,,,101.61,6.697996,62.506008,,,
2544,1507.0303.01,Marine Ingredients AS,,,,INDUSTRI,1507,,,102.1220,6.446362,62.595439,,,
2545,1507.0418.01,Pharma Marine AS,,,,INDUSTRI,1507,,,101.830,6.264868,62.558238,,,
2546,1579.0005.01,TINE Meieriet Elnesvågen,,,,INDUSTRI,1579,,,107.3210,7.126675,62.850411,,,
2547,1806.0027.02,LKAB,,,,INDUSTRI,1806,,,174.22,17.402681,68.434291,,,
2548,2100.0012.01,"Longyearbyen lokalstyre, Longyear Energiverk",,,,INDUSTRI,2100,,,,15.619061,78.225471,,,
2549,2311.0001.01,Slakteskipet Norwegian Gannet,,,,INDUSTRI,2311,,,,,,,,
2550,3001.0031.01,Norske Skog Saugbrugs,,,,INDUSTRI,3001,,,001.A4,11.402339,59.12504,,,
2551,3002.0018.01,Norsk Spesialolje Kambo,,,,INDUSTRI,3002,,,003.20,10.688927,59.480762,,,
2552,3003.0009.01,Nordic Paper,,,,INDUSTRI,3003,,,002.A4,11.035187,59.265115,,,
2553,3003.0013.01,Gundersen Galvano - Sarpsborg,,,,INDUSTRI,3003,,,002.A51,11.153293,59.292217,,,
2554,3003.0014.01,Borregaard avd. spesialcellulose,,,,INDUSTRI,3003,,,002.A4,11.116287,59.272921,,,
2555,3003.0027.01,Nortura Sarpsborg,,,,INDUSTRI,3003,,,002.A4,11.08469,59.272908,,,
2556,3005.0078.01,Mills DA avd. Drammen,,,,INDUSTRI,3005,,,012.A2,10.228982,59.724175,,,
2557,3005.0112.01,Vajda-Papir Scandinavia,,,,INDUSTRI,3005,,,012.A2,10.171705,59.7457,,,
2558,3005.0115.01,Aass Bryggeri - Drammen,,,,INDUSTRI,3005,,,012.A10,10.212239,59.741573,,,
2559,3005.0416.01,Trelleborg Offshore Norway AS,,,,INDUSTRI,3005,,,012.A10,10.01334,59.75539,,,
2560,3014.0094.01,NORTURA SA AVD HÆRLAND,,,,INDUSTRI,3014,,,002.B1AZ,11.422055,59.546252,,,
2561,3025.0167.01,"Chemring Nobel AS, High Energy Materials",,,,INDUSTRI,3025,,,009.32,10.542334,59.678963,,,
2562,3030.0049.01,Dynea Lillestrøm,,,,INDUSTRI,3030,,,002.CB0,11.068819,59.946695,,,
2563,3031.0054.01,"RINGNES AS, Avd.Gjelleråsen",,,,INDUSTRI,3031,,,006.A3,10.758361,59.929581,,,
2581,0301.0509.01,FATLAND OSLO AS,,,,INDUSTRI,0301,,,006.2B0,10.880871,59.941522,,,
2582,1149.0239.01,Karmsund Protein,,,,INDUSTRI,1149,,,040.1,5.291349,59.33799,,,
2583,1848.0062.01,Storskjæret - lakseslakteri,,,,INDUSTRI,1848,,,169.513,15.185765,67.901068,,,
2584,3048.0012.01,Hellefoss Paper,,,,INDUSTRI,3048,,,012.B22,9.89787,59.786216,,,
2585,3401.0158.01,"Salsus AS, Kongsvinger",,,,INDUSTRI,3401,,,002.F30,11.932327,60.20855,,,
2586,3403.0079.01,"Norsk Protein A/S, Trehørningen, Hamar",,,,INDUSTRI,3403,,,002.DC5AZ,11.100029,60.839228,,,
2587,3407.0007.01,"HOFF SA , Gjøvik",,,,INDUSTRI,3407,,,002.DD20,10.698651,60.797131,,,
2588,3407.0146.01,HUNTON FIBER AS,,,,INDUSTRI,3407,,,002.DCA0,10.688203,60.791779,,,
2589,3411.0023.02,"HOFF SA, avd. Brumunddal",,,,INDUSTRI,3411,,,002.DC71,10.940779,60.879934,,,
2590,3411.0044.01,TINE Meieriet Brumunddal,,,,INDUSTRI,3411,,,002.DC72,10.930053,60.886617,,,
2591,3411.0046.03,Grilstad AS avd Brumunddal,,,,INDUSTRI,3411,,,002.DC72,10.930459,60.887528,,,
2592,3411.0236.01,"Nortura Rudshøgda, slakteri",,,,INDUSTRI,3411,,,002.DC72,10.818357,60.902803,,,
2593,3415.0006.01,Maarud AS,,,,INDUSTRI,3415,,,002.E3,11.567333,60.182352,,,
2594,3416.0004.01,Hydro Extrusions Magnor  før SAPA,,,,INDUSTRI,3416,,,313.3A0,12.174292,59.954489,,,
2595,3417.0009.01,"Hvebergsmoen Potetpakkeri A.S, Grinder",,,,INDUSTRI,3417,,,002.G10,12.031289,60.388509,,,
2596,3420.0012.01,"Orkla Foods Norge AS, avd. Elverum",,,,INDUSTRI,3420,,,002.H62,11.521012,60.906122,,,
2597,3420.0073.01,"Nortura SA, Elverum - Fjørfeslakting",,,,INDUSTRI,3420,,,002.H62,11.543549,60.874618,,,
2598,3421.0013.01,TINE Meieriet Trysil,,,,INDUSTRI,3421,,,311.B32,12.321386,61.262909,,,
2599,3428.0002.01,Synnøve Finden Alvdal,,,,INDUSTRI,3428,,,002.M7,10.638861,62.103935,,,
2600,3431.0001.01,TINE Meieriet Dovre,,,,INDUSTRI,3431,,,002.DJ530,9.255988,61.986369,,,
2601,3433.0002.01,Tine Meieriet Lom & Skjåk -  ysteri,,,,INDUSTRI,3433,,,002.DHC0,8.480603,61.862896,,,
2602,3437.0004.01,Nortura BA Otta,,,,INDUSTRI,3437,,,002.DJ11,9.547347,61.797657,,,
2603,3439.0001.01,TINE SA avd. Frya (TINE Meieriet Frya),,,,INDUSTRI,3439,,,002.DF30,10.065084,61.546427,,,
2604,3440.0002.01,TINE SA avd. Tretten (TINE Meieriet Tretten),,,,INDUSTRI,3440,,,002.DE4,10.297447,61.309442,,,
2605,3441.0002.02,Gausdal Bruvoll BA treforedling i Gausdal,,,,INDUSTRI,3441,,,002.DDAA0,10.218615,61.224728,,,
2606,3442.0002.01,Orkla Confectionery & Snacks Norge AS avd. Skreia,,,,INDUSTRI,3442,,,002.DC4A0,10.934422,60.650217,,,
2607,3443.0001.01,Hole kalkverk Bøverbru Vestre Toten  Franzefoss Minerals as,,,,INDUSTRI,3443,,,002.DC4B0,10.652275,60.662408,,,
2608,3443.0006.01,Veolia Norge AS avd. Raufoss Vann,,,,INDUSTRI,3443,,,002.DCC1,10.605321,60.73241,,,
2609,3448.0002.01,Dokka Fasteners A.S,,,,INDUSTRI,3448,,,012.EDA21,10.05565,60.833834,,,
2610,3802.0055.01,Hydro Aluminium Rolled Products,,,,INDUSTRI,3802,,,013.2,10.323187,59.486862,,,
2611,3802.0114.01,NOAH Langøya,,,,INDUSTRI,3802,,,013.110,10.385011,59.490389,,,
2612,3803.0059.01,Findus avd. Tønsberg,,,,INDUSTRI,3803,,,014.2,10.413621,59.259476,,,
2613,3803.0064.01,Esso Norge Slagentangen,,,,INDUSTRI,3803,,,013.4,10.513612,59.321144,,,
2614,3803.0079.01,NORTURA Tønsberg,,,,INDUSTRI,3803,,,014.A0,10.348415,59.296093,,,
2615,3803.0080.01,"TINE MEIERIET ØST, Sem",,,,INDUSTRI,3803,,,014.A0,10.346713,59.297458,,,
2616,3803.0249.01,Nortura Eggprodukter AS (tidligere PRIOR),,,,INDUSTRI,3803,,,014.C0,10.264174,59.372919,,,
2617,3804.0020.01,BASF AS Sandefjord,,,,INDUSTRI,3804,,,015.210,10.233753,59.110002,,,
2638,1818.0003.01,"Marine Harvest Norway AS, Herøy",,,,INDUSTRI,,,,154.3,,,12.269433,65.99993,
2639,1834.0001.01,Nova Sea AS,,,,INDUSTRI,,,,158.6,,,12.372689,66.367121,
2640,3805.0031.01,NOT Sinterco Pulverlakk  AS,,,,INDUSTRI,3805,,,015.3,10.063856,59.035841,,,
2641,3806.0003.01,RHI Normag,,,,INDUSTRI,3806,,,016.A11,9.625256,59.121905,,,
2642,3806.0039.01,Yara Porsgrunn,,,,INDUSTRI,3806,,,016.32,9.621395,59.120456,,,
2643,3806.0042.01,Eramet Norway Porsgrunn,,,,INDUSTRI,3806,,,016.A11,9.623832,59.127202,,,
2644,3813.0019.01,Ineos Rafnes,,,,INDUSTRI,3813,,,016.5,9.593346,59.096132,,,
2645,3813.0056.01,Norsk Spesialolje As avd. Bamble,,,,INDUSTRI,3813,,,016.5,9.617027,59.08004,,,
2646,3814.0026.01,Vafos Pulp,,,,INDUSTRI,3814,,,017.A3,9.337833,58.895461,,,
2647,4203.0056.01,Rygene-Smith & Thommesen,,,,INDUSTRI,4203,,,019.A13,8.636685,58.407994,,,
2648,4204.0135.01,Hennig-Olsen Is AS,,,,INDUSTRI,4204,,,021.220,7.965216,58.13583,,,
2649,4205.0144.01,GE Healthcare Lindesnes,,,,INDUSTRI,4205,,,023.220,7.117188,58.036323,,,
2650,4223.0018.01,Huntonit,,,,INDUSTRI,4223,,,021.A122,7.966512,58.254013,,,
2651,4227.0010.01,Eramet Norway Kvinesdal,,,,INDUSTRI,4227,,,025.31,6.891349,58.276836,,,
2652,4601.0102.01,Rieber & Søn ASA - Toro,,,,INDUSTRI,4601,,,061.2A0,5.469287,60.41117,,,
2653,4601.0132.01,Bergen Eloksal AS,,,,INDUSTRI,4601,,,056.31,5.251274,60.296971,,,
2669,1505.0048.03,GC Rieber Oils AS fabrikk  2000,,,,INDUSTRI,1505,,,110.15,7.759537,63.120776,,,
2670,4601.0508.01,Berendsen Tekstil Service AS avd. Bergen,,,,INDUSTRI,4601,,,056.31,5.235576,60.280759,,,
2671,4601.0632.01,Nor Tekstil AS avd. Bergen,,,,INDUSTRI,4601,,,061.11,5.437104,60.462131,,,
2672,4613.0002.01,Bremnes Seashore,,,,INDUSTRI,4613,,,043.4,5.131668,59.800015,,,
2673,4613.0006.01,Sjøtroll Havbruk AS avd Brandasund,,,,INDUSTRI,4613,,,043.4,5.102142,59.897814,,,
2674,4617.0014.01,Viking Fjord Fiskeforedling,,,,INDUSTRI,4617,,,042.932,5.721927,59.835619,,,
2675,4621.0018.01,Nor Tekstil AS avd. Voss,,,,INDUSTRI,4621,,,062.B0,6.114156,60.648895,,,
2676,4621.0029.01,"TINE Meieriet Vest, Voss",,,,INDUSTRI,4621,,,062.FA0,6.441306,60.631091,,,
2677,4624.0127.01,Framo Fusa AS,,,,INDUSTRI,4624,,,055.1,5.60173,60.201131,,,
2678,4625.0006.01,Hordafor A/S Salthella,,,,INDUSTRI,4625,,,054.3,5.116194,60.003165,,,
2679,4625.0007.01,Austevoll Laksepakkeri AS,,,,INDUSTRI,4625,,,054.2,5.223897,60.092119,,,
2680,4625.0007.02,Norway Pelagic AS avd. Austevoll,,,,INDUSTRI,4625,,,054.2,5.223897,60.092119,,,
2681,4626.0011.01,"Franzefoss Gjenvinning, Eide",,,,INDUSTRI,4626,,,057.20,4.964754,60.386793,,,
2682,4626.0160.01,Kollsnes prosessanlegg,,,,INDUSTRI,4626,,,058.2,4.83291333274685,60.5500715977604,,,
2683,4626.0163.01,Stureterminalen,,,,INDUSTRI,4626,,,058.1,4.854064,60.618984,,,
2684,4631.0002.01,Mongstad raffineri,,,,INDUSTRI,4631,,,065.4,5.033256,60.814939,,,
2685,4639.0004.01,"Vik Ørsta AS, avd Vik",,,,INDUSTRI,4639,,,070.A0,6.587968,61.087652,,,
