Ã…r,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,0.0,542.2120000000001,1791.3629999999998,129.0,258.198,2720.774,2462.576
1991,0.0,530.685,1791.363,144.8,261.245,2728.0930000000003,2466.848
1992,0.0,514.585,1791.3629999999998,80.4,234.89800000000002,2621.2470000000003,2386.348
1993,0.067,484.1,2936.098,59.0,249.40099999999998,3728.6669999999995,3479.265
1994,0.067,464.017,1364.97,74.8,307.663,2211.5190000000002,1903.856
1995,0.067,463.247,3226.7790000000005,74.25,299.311,4063.6539999999995,3764.343
1996,0.067,460.93899999999996,2359.277,94.44000000000001,223.38000000000002,3138.103,2914.7219999999998
1997,0.067,458.60999999999996,2349.451,122.306,237.839,3168.274,2930.4350000000004
1998,0.095,456.192,2165.878,110.60000000000001,273.642,3006.406,2732.764
1999,0.067,453.88300000000004,2176.773,132.72299999999998,332.754,3096.199,2763.4469999999997
2000,0.077,451.55400000000003,1890.1019999999999,103.11,372.33000000000004,2817.174,2444.844
2001,0.0,435.45,1515.5269999999998,114.9,330.937,2396.815,2065.8770000000004
2002,0.0,430.18899999999996,1227.1470000000002,90.7,268.506,2016.544,1748.039
2003,0.0,428.39099999999996,1108.534,78.2,285.432,1900.557,1615.1239999999998
2004,0.0,425.03299999999996,1334.353,91.753,289.505,2140.643,1851.138
2005,0.0,412.627,1310.1,90.872,244.116,2057.716,1813.6
2006,0.0,428.42800000000005,1491.2640000000001,83.4,316.39300000000003,2319.485,2003.093
2007,0.0,426.876,1424.311,87.80000000000001,296.343,2235.331,1938.9880000000003
2008,0.0,420.99,1366.8439999999998,109.48,348.393,2245.7059999999997,1897.3139999999999
2009,0.0,420.6249999999999,1393.9579999999999,97.10000000000001,308.538,2220.2200000000003,1911.6829999999998
2010,0.0,424.115,1385.584,93.802,276.049,2179.5480000000002,1903.4989999999998
2011,0.0,423.05699999999996,1519.7160000000001,91.0,304.632,2338.406,2033.7740000000001
2012,0.0,441.0,1486.0,100.0,311.0,2341.0,2029.0
2013,0.0,447.274,1545.4699999999998,105.0,292.66700000000003,2390.411,2097.745
2014,0.0,358.0049344637357,1789.6219740416764,101.6,274.92262823829367,2524.149536743706,2249.226908505412
2015,0.0,429.59499999999997,1983.522,95.3,315.633,2824.0510000000004,2508.417
2016,0.0,479.92268761419996,1891.111287821508,107.8,219.60642059420002,2698.440396029908,2478.833975435708
2017,0.0,410.54288274622354,1962.7088237945634,117.1,284.9571322381863,2775.3088387789735,2558.9270976507305
2018,0.0,378.7740860446774,1465.7504412822407,63.400000000000006,222.73491558480342,2130.6594429117213,1907.9245273269178
2019,0.0,371.4623374243255,1563.1597350354975,50.519999999999996,283.48799893962104,2268.630071399444,1985.1420724598224
2020,0.0,392.98304864961045,1492.0960705098303,44.2,315.4749935182057,2244.7541126776464,1929.2791191594404
